handle,text,
244,"""Donald Trump doesn't see people like me, he only sees disability. I honestly feel bad for someone with so much hat… https://t.co/NTeF9u8JpN",1.0
245,"""I think this is the most important election in my lifetime."" @ChelseaClinton takes the 🎤 in this week's podcast: https://t.co/dAwaE8Dg0C",1.0
246,"Donald Trump is really good at spending other people's money—on:

Legal settlements.
Payoffs.
Portraits of himself. https://t.co/C5bXw5brI9",1.0
247,Holding back tears right now. For those of us that didn't grow up with #ADA this is amazing. #imwithher #CripTheVote,1.0
248,"Join me in Roanoke, Virginia on Saturday evening at 6pm! #MAGA
https://t.co/uKG55Pznwu",0.0
249,.@HillaryClinton sits down Between Two Ferns with Zach Galifianakis for her most memorable interview yet. https://t.co/169e3KxEyE,1.0
250,Will be on @foxandfriends now.,0.0
251,Trump should have to answer exactly why he refuses to believe that @POTUS is American. https://t.co/NReJ3wJE8l,1.0
252,Trump mocks people with disabilities. Hillary Clinton wants to expand their job opportunities https://t.co/GuuwvJgwER,1.0
253,"No child should ever have to grow up in poverty, yet far too many do. We have to do better. Here's how: https://t.co/Qo1RmQDwd6",1.0
254,"I will be interviewed from Cleveland, Ohio, on @seanhannity - Tonight at 10:00 P.M. Enjoy!",0.0
255,"""@ThAllenSBoucher: @DiamondandSilk @realDonaldTrump @seanhannity I love those beautiful gals."" D + S = Two amazing women!",0.0
256,.@YoungDems4Trump  Thank you!,0.0
257,"""You would think there is almost, like, something wrong."" —Donald Trump on Mitt Romney failing to release his tax r… https://t.co/VzUQByCN2A",1.0
258,Going to bat for kids who are too often counted out has always been a priority for Hillary. https://t.co/lTxRVn3NBM,1.0
259,".@TimKaine is more than just a great running mate—he's a great guy to have as a friend, too. https://t.co/5WX2qYgUjC",1.0
260,"Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/Y8Sb8MNyXA",0.0
261,We need a president who sees the best in all of us. https://t.co/vX0Oycto1Q,1.0
262,"Happy anniversary! 4 years ago today, Romney released his 2011 tax returns (which Trump urged him to do). Where are… https://t.co/Aho8vMnwSP",1.0
263,"Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE… https://t.co/MQdp4GgLIE",0.0
264,"A disability shouldn't define your future.

At @ChildDefender, Hillary helped give kids the chance to succeed. https://t.co/jaMcdARYn1",1.0
265,"We believe that everyone has value.
We believe that everyone's created equal.
We believe that love trumps hate.
https://t.co/tTgeqxNqYm",1.0
266,We'll make our economy and country more welcoming to people with disabilities. We all win when everyone gets to share in America's promise.,1.0
267,"The ultimate test of our society is how we treat our fellow human beings, especially those who we have previously left behind.",1.0
268,Americans with disabilities deserve the chance to work alongside those without disabilities—to do the same jobs for the same pay &amp,1.0
269,"We’ve got to build an economy that welcomes people with disabilities, values their work, rewards them fairly, and treats them with respect.",1.0
270,Over 60% of adults with disabilities aren’t in the workplace. We have to fix that. https://t.co/J3Jq21ejtR,1.0
271,The ADA and the notion that workplaces and public spaces belong to everyone was one that Democrats and Republicans could both get behind.,1.0
272,None of us gets through life alone. We all have to look out for each other and lift each other up.,1.0
273,One of Hillary's first jobs out of law school was to find out why kids with disabilities weren't in school. https://t.co/vPMCYQmbls,1.0
274,"Not that long ago, if you had a disability, it defined your entire life. Basic, essential things that others could do, you couldn’t.",1.0
275,"It's still legal to pay disabled workers less than the minimum wage and Clinton announces her plan to end that:
https://t.co/vEgIqMkmmg",1.0
276,"Building an inclusive economy is another reason we’ve got to break down systemic racism, including under-investment in communities of color.",1.0
277,"When we leave people out or write them off, we not only shortchange them and their dreams, we shortchange our country and our future.",1.0
278,"In America, every person, no matter what you look like or who you are, should have the chance to go as far as your dreams will take you.",1.0
279,"We need to come together to turn the tide, stop violence, build trust, and give all our kids the chance to grow up safe and healthy.",1.0
280,We've also seen the targeting of police officers—but so many serve every day with courage and honor and are committed to reform.,1.0
281,"We have two names to add to a long list of African Americans killed by police officers. It’s unbearable, and it needs to become intolerable.",1.0
282,Live from Orlando: Watch Hillary share her plan for building an inclusive economy that helps everyone get ahead → https://t.co/IX06FtcZG8,1.0
283,"WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women.  https://t.co/rMFe9o6WcL",0.0
284,Every student should be able to graduate from college without taking on any debt. https://t.co/1aWqDOKh7p https://t.co/KHguTDbKW9,1.0
285,Keith Lamont Scott. Terence Crutcher. Too many others. This has got to end. -H,1.0
286,"Hopefully the violence &amp; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity &amp; leadership.",0.0
287,The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.,0.0
288,"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAF… https://t.co/Lt2L3NKzyi",0.0
289,"Have student debt? 
Planning for college?
See how much money Hillary's plan would save you:
https://t.co/fiXgr6S3Ye https://t.co/B8PCks6yXL",1.0
290,FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself. https://t.co/tDeBH37w7h,1.0
291,"A real headline about the Republican nominee: ""Trump used $258,000 from his charity to settle legal problems."" https://t.co/2LRtZB3Ri2",1.0
292,"Four months from today, our next president will walk into the Oval Office.

Help make sure it's not Donald Trump: https://t.co/Gxp2QdeIhH",1.0
293,"On this day in 1973, tennis champion Billie Jean King defeated Bobby Riggs in the “Battle of the Sexes.” https://t.co/G06Ol90j1O",1.0
294,"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a… https://t.co/AysJRMzvKw",0.0
295,"""You can leave this ad muted—there's nothing to hear."" —@NyleDiMarco

https://t.co/tTgeqxNqYm https://t.co/QOqcWnw7OJ",1.0
296,"Help get out the vote for Hillary (plus, get a free sticker when you sign up!): https://t.co/v4rISVHYuG",1.0
297,"Thank you High Point, NC! I will fight for every neglected part of this nation &amp; I will fight to bring us together… https://t.co/DSaUpSptBz",0.0
298,Trump’s calls to torture and mistreat prisoners go against the very values we are fighting to defend. We’re better than this.,1.0
299,Donald hasn't given his own money to the Trump Foundation since 2008—but it's still paying his bills. https://t.co/2LRtZB3Ri2,1.0
300,It's time to tell @WellsFargo that Wall Street works for Main Street—not the other way around. https://t.co/mYuTS4qgF4,1.0
301,NEW: @realdonaldtrump used more $250K+ from his charity to pay off legal settlements of his for-profit businesses.   https://t.co/Fa1RooYWMT,1.0
302,Another unarmed Black man was shot in a police incident. This should be intolerable. We have so much work to do. #TerenceCrutcher -H,1.0
303,Donald Trump is using his foundation—funded by other people's money—to settle lawsuits. https://t.co/2LRtZBls9A,1.0
304,"Trump cannot be trusted with his own charity, but we are supposed to believe he can manage the nation’s treasury? https://t.co/DtX6C7Rftb",1.0
305,"""Our identities do not have to be defined by putting someone else down but can be enhanced by lifting someone else up"" —@POTUS at #UNGA",1.0
306,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",0.0
307,Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!,0.0
308,Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.,0.0
309,"""The voice of your vote is the greatest voice we have."" —@NyleDiMarco

https://t.co/tTgeqxNqYm https://t.co/X3oqEoOYsU",1.0
310,"Thank you Nevada! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/RJqHgq2Rn0",0.0
311,"Thank you Georgia! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/y01qpON7h7",0.0
312,"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change.",0.0
313,"""No one has the right to immigrate to this country."" —Donald Trump during his rally in Florida today

We disagree. https://t.co/9gS9q5vQS9",1.0
314,Catch @FallonTonight at 11:35pm ET to see letters from some of Hillary's biggest fans. https://t.co/muVNwgLSRs,1.0
315,"""You want to give me a good send-off? Go vote.” —Barack Obama: https://t.co/tTgeqxNqYm https://t.co/Jqf2jmx3D0",1.0
316,Amazing rally in Florida - this is a MOVEMENT! Join us today at https://t.co/3KWOl2ibaW. https://t.co/BF1IqPXNho,0.0
317,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H",0.0
318,"I will be interviewed on the @oreillyfactor - tonight from Florida, now. Enjoy!",0.0
319,Nobody in America should have to forgo a higher education because they can't afford it. https://t.co/DhSlyM6ILQ,1.0
320,Barack Obama said progress is on the ballot this November. This economic data shows he’s right. https://t.co/CIoKKKIxqz,1.0
321,America has never made progress by thinking one person alone can fix our problems. https://t.co/mYba5FCBrb,1.0
322,"""Everyone who wants to go to college should be able to without drowning in debt."" —Hillary https://t.co/wDxspmxT9Q",1.0
323,Be a voter. Check your registration and help your friends do the same → https://t.co/tTgeqxNqYm https://t.co/yTAG2iT8WL,1.0
324,Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' https://t.co/ATBY343pS1,0.0
325,"When @HillaryClinton says she’s going to make public colleges and universities tuition-free, you know what? That's a very big deal.",1.0
326,"Let’s make clear that love trumps hate—not just this November, but always. https://t.co/wDxspmxT9Q",1.0
327,Find out how much Hillary's college plan will save you: https://t.co/svkSUzhwYz https://t.co/tmHf8m2CdX,1.0
328,"""The lesson she passed on to me was simple but powerful: No one gets through life alone."" —Hillary on her mom https://t.co/gzNvfNPeNu",1.0
329,"When we work together, we will trump hate. https://t.co/tTgeqxNqYm",1.0
330,Go to https://t.co/SvSvlg48vI and register to vote today. Register your friends. Register everyone you know.,1.0
331,"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: https://t.co/E5BdTiwlur",0.0
332,"We have to stand up to this hate.

We have to send a clear message: 
America is better than this.
America is better than Donald Trump.",1.0
333,"We're facing a candidate with a history of discrimination in his businesses, who retweets white supremacists, and led the birther movement.",1.0
334,"In a democracy, if you want to help the greatest number of people, you have to push for reform from both the outside-in and the inside-out.",1.0
335,"Simply caring is not enough. To drive real progress, you have to change both hearts and laws. https://t.co/oZIm2is1lX",1.0
336,No one gets through life alone. We have to look out for each other and lift each other up. https://t.co/FEStrnjjOO,1.0
337,"""No one will work harder to make your life better. I’ll never stop, no matter how tough it gets."" —Hillary https://t.co/TyXrp8PgsW",1.0
338,"When Americans get knocked down, we get right back up again. We refuse to quit—no matter what. 

That’s the spirit we need in this election.",1.0
339,Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country &amp,0.0
340,We have a Republican nominee for president who incites hatred and violence like we’ve never seen before.,1.0
341,College should be tuition-free for working families and debt-free for everyone: https://t.co/lkOFcHI4Py,1.0
342,"If you work hard, you should be able to find a good job that pays well and lets you do what you love and make your mark on the world.",1.0
343,"We can build a cleaner, more resilient electrical grid with enough renewable energy to power every home in the country.",1.0
344,"It’s wrong to tear each other down.
It’s wrong to let income inequality get worse.
It’s wrong to put a loose cannon in charge.",1.0
345,This election isn’t a reality TV show. It shouldn’t be about birth certificates or name-calling or stunts to get on cable news.,1.0
346,"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!",0.0
347,"You want something to vote for, not just against:

Optimism, not resentment.
Answers, not anger.
Ideas, not insults.
Bridges, not walls.",1.0
348,"“Your generation is the most inclusive, progressive, and entrepreneurial we’ve ever seen.” —Hillary to students at @TempleUniv",1.0
349,50 days to go. Don't miss Hillary live from @TempleUniv: https://t.co/qg6J7SXrr0,1.0
